neighborhoods.neighbourhood_cleansed,neighborhoods.neighbourhood_group_cleansed,neighborhoods.state,neighborhoods.country,neighborhoods.neighborhood_id,neighborhoods.tf_listings.neighborhood_id
879,C44,S200,C7,7423,1
760,C35,S784,C7,4908,1
849,C42,S202,C7,2330,2
862,C38,S198,C7,1549,4
863,C38,S199,C7,1551,1
1463,C44,S198,C7,4918,1
761,C36,S481,C7,4922,1
860,C38,S199,C7,2768,5
872,C42,S202,C7,4929,1
879,C44,S199,C7,1579,1
816,C29,S183,C14,1428,2
691,C30,S183,C14,1224,4
749,C0,S792,C16,4935,1
897,C0,S189,C15,3536,5
912,C0,S194,C16,2306,6
916,C0,S194,C16,1660,10
916,C0,S283,C16,4946,1
915,C0,S196,C16,2310,1
1379,C23,S183,C14,2414,3
1347,C0,S275,C12,4962,1
1348,C0,S272,C12,4965,4
1332,C0,S270,C12,2207,7
1346,C0,S275,C12,4970,1
1340,C0,S463,C12,4175,1
1341,C0,S273,C12,4973,2
1767,C0,S275,C12,4903,1
34,C0,S182,C2,1152,6
1338,C0,S273,C12,5383,2
1341,C0,S270,C12,2223,2
1943,C0,S44,C2,4085,1
2092,C0,S44,C2,4523,7
1964,C67,S246,C2,4153,15
1114,C53,S246,C2,1905,4
2082,C0,S44,C2,4507,3
2088,C0,S44,C2,4517,2
2165,C0,S44,C2,4986,8
1704,C64,S461,C2,3255,11
2065,C65,S461,C2,4455,7
1687,C66,S461,C2,3237,9
1712,C64,S461,C2,3263,12
2169,C65,S461,C2,4999,5
2070,C66,S461,C2,4461,3
2171,C66,S461,C2,5001,1
714,C32,S183,C14,1247,2
770,C0,S208,C16,5392,2
778,C0,S194,C16,1362,1
743,C0,S194,C16,1287,2
702,C31,S183,C14,1235,1
842,C31,S183,C14,1502,2
1849,C31,S183,C14,3484,2
2096,C0,S44,C2,4528,7
2174,C0,S44,C2,5011,4
2063,C0,S44,C2,4453,9
2102,C0,S44,C2,4535,1
1614,C66,S461,C2,3156,3
1301,C0,S245,C9,5015,1
1287,C0,S620,C10,5244,1
1174,C0,S259,C10,4109,18
1951,C0,S259,C10,4111,4
1249,C0,S620,C10,5281,1
1992,C0,S248,C10,4241,13
1838,C0,S259,C10,3465,3
1224,C0,S259,C10,2054,7
1766,C0,S236,C2,3330,3
1293,C0,S245,C9,4512,1
1141,C60,S638,C17,5044,1
1991,C0,S259,C10,4237,6
1993,C0,S259,C10,4245,3
1948,C0,S259,C10,4106,2
1323,C0,S258,C2,2197,19
1732,C0,S236,C2,3288,7
75,C0,S50,C3,316,1
99,C0,S50,C3,3611,1
97,C0,S50,C3,3614,1
23,C0,S826,C3,5080,1
31,C0,S41,C3,5084,1
29,C0,S1663,C3,7579,1
31,C0,S34,C3,99,1
23,C0,S31,C3,5085,1
46,C0,S145,C4,1256,5
191,C0,S667,C3,4438,1
21,C0,S61,C3,230,1
21,C0,S46,C3,4353,2
717,C33,S183,C14,1250,2
760,C35,S202,C7,3512,2
296,C44,S198,C7,2774,4
866,C44,S198,C7,1558,1
759,C35,S561,C7,7312,1
508,C8,S64,C7,4555,2
508,C8,S62,C7,5668,1
564,C15,S63,C7,1058,3
564,C15,S62,C7,5182,1
572,C0,S120,C7,1068,1
572,C0,S170,C7,4562,1
579,C22,S62,C7,5102,1
721,C0,S145,C4,2480,4
858,C38,S836,C7,5112,1
1462,C44,S198,C7,2760,4
868,C28,S837,C14,5115,1
329,C0,S146,C4,2566,3
303,C0,S390,C5,2693,3
308,C0,S329,C5,5129,1
319,C0,S29,C3,6121,1
105,C0,S1427,C2,6930,1
514,C7,S64,C7,2915,2
1898,C0,S113,C10,3790,6
1337,C0,S848,C12,5155,1
1767,C0,S463,C12,3354,1
1494,C13,S63,C7,2862,2
1495,C14,S64,C7,5181,2
551,C14,S561,C7,7617,1
552,C14,S62,C7,4409,1
556,C15,S62,C7,2791,2
552,C14,S63,C7,1043,1
1566,C22,S63,C7,3104,2
1464,C21,S63,C7,2762,2
579,C22,S63,C7,3105,1
498,C0,S119,C7,923,1
2079,C0,S236,C2,4504,5
2179,C0,S236,C2,5032,4
2081,C0,S236,C2,4506,4
533,C11,S62,C7,4359,2
2083,C0,S44,C2,4508,2
1792,C0,S44,C2,3367,2
515,C9,S62,C7,968,1
2202,C0,S236,C2,5213,3
1920,C0,S114,C10,3912,1
1147,C0,S256,C19,3409,3
1270,C0,S256,C19,3460,11
1301,C0,S471,C9,3431,1
1192,C0,S260,C10,5573,1
1195,C0,S260,C10,2010,9
1824,C0,S259,C10,3428,1
1290,C0,S260,C10,2149,2
2183,C60,S250,C17,5039,5
1135,C60,S251,C17,5770,1
1495,C14,S63,C7,2863,2
1953,C0,S260,C10,5246,1
1246,C0,S260,C10,2087,2
342,C0,S155,C11,747,1
1036,C0,S113,C10,1811,1
1757,C0,S113,C10,3319,2
1133,C60,S253,C17,5264,2
1226,C0,S259,C10,2056,4
1304,C0,S259,C10,2169,4
1308,C0,S260,C10,2175,1
1190,C0,S258,C2,2003,5
1962,C0,S260,C10,4486,1
1768,C56,S246,C2,3333,5
2162,C55,S246,C2,4982,6
1136,C60,S468,C17,5514,1
1973,C0,S44,C2,4162,12
2085,C47,S246,C2,4510,6
946,C0,S806,C17,6466,1
948,C0,S465,C17,7240,1
1185,C0,S813,C2,5299,1
659,C27,S183,C14,1189,1
900,C0,S228,C4,5302,3
745,C0,S196,C16,4933,1
827,C40,S199,C7,2748,3
866,C44,S197,C7,5319,1
1458,C42,S198,C7,2733,1
2138,C31,S183,C14,4759,2
633,C0,S885,C4,5327,1
324,C0,S28,C3,3868,2
1430,C0,S68,C2,2587,3
125,C0,S68,C2,267,2
1429,C0,S68,C2,2581,2
1528,C0,S68,C2,4613,5
98,C0,S50,C3,5076,1
102,C0,S51,C3,406,2
342,C0,S158,C11,755,1
181,C0,S52,C3,5341,1
152,C0,S69,C8,303,1
151,C0,S890,C8,5348,1
26,C0,S108,C3,7311,1
2221,C0,S20,C2,5358,3
1735,C0,S236,C2,3292,4
1747,C0,S236,C2,3306,10
115,C0,S236,C2,4073,3
2222,C0,S236,C2,5367,1
504,C0,S119,C7,943,1
1354,C0,S194,C16,3556,3
789,C36,S202,C7,1379,7
762,C36,S908,C7,5402,1
839,C37,S199,C7,3506,5
188,C0,S22,C1,2572,1
22,C0,S922,C3,5431,1
28,C0,S923,C3,5432,1
29,C0,S528,C3,3682,1
22,C0,S29,C3,71,2
196,C0,S926,C3,5439,1
326,C0,S1435,C3,6926,1
326,C0,S1483,C3,7090,1
473,C0,S44,C2,896,1
1515,C0,S44,C2,2937,7
1549,C0,S44,C2,3006,3
772,C0,S196,C16,6401,2
800,C0,S190,C15,1393,6
826,C39,S197,C7,1463,1
852,C38,S201,C7,5452,2
931,C0,S230,C16,5464,1
837,C37,S200,C7,5469,1
873,C42,S202,C7,5473,2
448,C64,S461,C2,3245,8
1577,C62,S461,C2,3118,1
2032,C66,S461,C2,4326,2
2230,C65,S461,C2,5487,1
431,C62,S461,C2,3220,2
2067,C65,S461,C2,4457,5
1345,C0,S275,C12,2234,1
1980,C0,S44,C2,4206,5
1234,C0,S249,C10,2068,1
2205,C0,S259,C10,5230,1
1255,C0,S259,C10,2098,7
2280,C0,S236,C2,5755,4
2090,C0,S44,C2,4521,3
2164,C0,S44,C2,4985,1
1056,C0,S244,C9,1843,3
1271,C0,S1212,C19,6290,1
1184,C0,S813,C2,5523,1
2200,C0,S236,C2,5199,3
1334,C0,S270,C12,4169,5
2159,C0,S236,C2,4978,2
946,C0,S634,C17,5513,1
1730,C0,S236,C2,3286,2
1749,C0,S236,C2,3308,7
134,C65,S461,C2,3266,4
2001,C64,S461,C2,4269,8
2240,C65,S461,C2,5539,2
1621,C66,S461,C2,3165,6
2242,C0,S44,C2,5541,1
1746,C0,S236,C2,3305,5
1975,C0,S236,C2,4171,5
1333,C0,S275,C12,4968,1
2180,C0,S236,C2,5033,6
1004,C0,S44,C2,1775,10
2084,C56,S246,C2,4509,1
974,C0,S238,C17,1744,2
1292,C0,S956,C9,5552,1
1343,C0,S848,C12,7548,1
1774,C0,S270,C12,4063,2
1335,C0,S958,C12,5556,1
1759,C0,S273,C12,5557,1
1222,C0,S264,C17,2049,4
1225,C0,S260,C10,4239,3
1046,C0,S244,C9,5571,1
1240,C0,S260,C10,3451,2
1847,C0,S260,C10,4235,1
2061,C0,S44,C2,4451,3
2254,C0,S44,C2,5578,2
2255,C0,S44,C2,5579,4
2175,C0,S44,C2,5012,3
1647,C64,S461,C2,3194,5
2030,C65,S461,C2,4324,1
1186,C0,S813,C2,5584,1
2052,C0,S44,C2,4350,4
1293,C0,S464,C9,5586,2
1199,C0,S259,C10,2016,6
1232,C0,S249,C10,5598,2
1991,C0,S260,C10,5600,1
1133,C60,S624,C17,5026,1
1312,C0,S260,C10,5046,1
826,C39,S201,C7,1462,2
1769,C56,S246,C2,3334,2
296,C44,S199,C7,7281,1
768,C0,S193,C2,1340,1
762,C36,S965,C7,5610,1
762,C36,S933,C7,7993,1
2192,C29,S183,C14,5097,1
693,C27,S183,C14,1226,1
1152,C0,S258,C2,1960,7
844,C32,S183,C14,1509,3
2224,C0,S258,C2,5386,8
710,C33,S183,C14,1243,4
758,C0,S232,C16,5616,1
1857,C0,S193,C2,3565,2
89,C0,S54,C5,2470,2
303,C0,S377,C5,2674,1
316,C0,S26,C3,4008,2
154,C0,S52,C3,308,2
151,C0,S979,C8,5638,1
186,C0,S50,C3,5640,1
98,C0,S51,C3,218,3
151,C0,S980,C8,5642,1
313,C0,S131,C5,652,1
326,C0,S605,C3,4009,1
516,C9,S64,C7,5667,3
563,C15,S62,C7,2775,1
531,C3,S62,C7,4578,1
22,C0,S1058,C3,5879,1
107,C0,S44,C2,235,2
557,C15,S63,C7,1048,8
1471,C16,S62,C7,3722,1
194,C0,S994,C3,5682,1
197,C0,S28,C3,2835,1
2266,C0,S44,C2,5685,3
2267,C19,S64,C7,5688,1
207,C0,S114,C10,4699,1
2108,C0,S44,C2,4541,2
641,C0,S42,C4,1169,11
61,C0,S68,C2,5707,1
151,C0,S1266,C8,6504,1
2274,C0,S20,C2,5708,1
130,C0,S68,C2,274,2
1456,C0,S44,C2,2727,2
59,C0,S44,C2,144,4
578,C21,S63,C7,1081,2
228,C4,S63,C7,517,5
523,C0,S170,C7,3049,1
535,C11,S64,C7,2926,1
1510,C11,S64,C7,5899,1
2058,C0,S130,C2,4447,1
946,C0,S238,C17,4126,1
1940,C0,S236,C2,4082,2
1055,C0,S1009,C9,5753,1
1125,C59,S246,C2,1917,6
1837,C0,S260,C10,4482,1
1142,C0,S249,C10,4484,5
1822,C0,S260,C10,3424,1
880,C44,S198,C7,1581,3
881,C32,S183,C14,1583,2
1856,C0,S194,C16,3560,2
793,C0,S193,C2,1383,1
640,C0,S146,C4,4817,1
2283,C0,S182,C2,5814,1
151,C0,S1037,C8,5834,1
328,C0,S27,C3,707,2
122,C0,S7,C1,380,1
1395,C0,S68,C2,2488,2
1926,C0,S68,C2,3976,3
121,C0,S77,C1,2348,1
98,C0,S49,C3,5333,2
761,C36,S561,C7,5871,1
32,C0,S46,C3,5888,1
203,C0,S111,C9,3013,3
1470,C17,S62,C7,5923,1
551,C14,S654,C7,5924,1
766,C35,S214,C7,5938,1
1352,C0,S193,C2,2246,1
916,C0,S1076,C16,5944,1
930,C0,S283,C16,5949,1
865,C42,S199,C7,1556,1
826,C39,S214,C7,5955,2
1459,C42,S199,C7,2736,1
681,C34,S340,C14,5965,1
580,C22,S63,C7,1084,1
1888,C4,S62,C7,5990,1
1567,C4,S63,C7,4388,2
1921,C0,S114,C10,5991,1
1916,C0,S130,C2,3902,1
661,C23,S183,C14,1407,5
28,C0,S150,C3,710,2
44,C0,S20,C2,128,1
559,C0,S68,C2,6010,2
2148,C0,S68,C2,4843,2
151,C0,S355,C8,2594,2
186,C0,S52,C3,5641,2
193,C0,S106,C3,441,1
193,C0,S1122,C3,6054,1
23,C0,S716,C3,4691,1
193,C0,S46,C3,4355,2
21,C0,S579,C3,3928,1
22,C0,S409,C3,6867,1
1938,C0,S236,C2,4080,5
196,C0,S107,C3,448,1
1521,C0,S44,C2,2943,1
108,C2,S1129,C7,6064,1
918,C0,S229,C16,2303,1
2296,C44,S199,C7,6081,1
188,C0,S1,C1,394,3
151,C0,S88,C8,397,1
370,C0,S131,C5,775,4
29,C0,S61,C3,6050,1
21,C0,S1153,C3,6127,1
32,C0,S528,C3,6132,2
2,C0,S140,C1,4819,1
1497,C4,S62,C7,4581,1
1474,C15,S62,C7,4058,1
260,C3,S64,C7,567,1
1908,C0,S44,C2,3873,4
2298,C0,S44,C2,6166,1
947,C0,S1168,C17,6173,1
336,C0,S151,C4,722,2
1368,C0,S20,C2,2337,4
662,C31,S183,C14,1192,1
2193,C32,S183,C14,5119,1
2173,C29,S183,C14,5003,1
1338,C0,S275,C12,4805,1
1333,C0,S463,C12,6205,1
4,C0,S590,C1,6206,1
1386,C0,S49,C3,2438,1
89,C0,S568,C5,3866,1
316,C0,S28,C3,666,1
28,C0,S11,C3,6247,1
27,C0,S399,C3,2720,2
23,C0,S318,C3,6856,1
2301,C0,S44,C2,6251,1
191,C0,S1535,C3,7232,1
22,C0,S581,C3,5878,1
23,C0,S37,C3,112,1
207,C0,S113,C10,468,2
1469,C17,S63,C7,2779,1
1241,C0,S260,C10,2079,1
1842,C0,S259,C10,3472,2
1175,C0,S260,C10,4115,1
1187,C0,S813,C2,5279,1
1062,C0,S243,C9,1849,1
1967,C56,S246,C2,4156,1
1978,C0,S44,C2,4202,2
1317,C0,S244,C9,2191,1
1174,C0,S260,C10,1984,2
1181,C0,S259,C10,1993,3
1277,C0,S260,C10,5284,1
1133,C60,S638,C17,4242,1
438,C0,S260,C10,7071,1
1116,C47,S246,C2,1907,2
2199,C0,S236,C2,5198,2
804,C0,S190,C15,1606,2
1351,C0,S193,C2,2245,4
802,C0,S1215,C15,6312,1
896,C0,S190,C15,3854,1
830,C37,S201,C7,2327,1
834,C40,S201,C7,1482,1
825,C38,S201,C7,5117,1
2309,C64,S461,C2,6317,1
2177,C64,S461,C2,5014,4
2311,C0,S44,C2,6319,1
2253,C0,S44,C2,5577,2
1606,C0,S244,C9,3148,1
2168,C64,S461,C2,4998,1
2315,C0,S44,C2,6323,1
1686,C66,S461,C2,3236,2
2071,C66,S461,C2,4462,1
2051,C0,S44,C2,4349,1
2317,C65,S461,C2,6325,1
2318,C64,S461,C2,6326,2
509,C8,S64,C7,5142,1
2080,C0,S236,C2,4505,2
1020,C0,S236,C2,1791,2
1820,C0,S259,C10,3422,1
1249,C0,S260,C10,4143,2
1246,C0,S259,C10,2088,3
2205,C0,S260,C10,6354,1
1165,C0,S864,C10,6361,1
1945,C0,S44,C2,4093,1
951,C0,S237,C17,1718,3
188,C0,S9,C1,390,1
121,C0,S3,C1,403,2
151,C0,S1223,C8,6370,1
1370,C0,S20,C2,2340,1
122,C0,S3,C1,378,2
11,C0,S1,C1,43,1
191,C0,S1227,C3,6375,1
192,C0,S100,C3,6376,1
191,C0,S29,C3,3699,1
192,C0,S105,C3,6378,1
22,C0,S1727,C3,7758,1
774,C0,S1023,C16,6384,1
1852,C0,S208,C16,3526,2
1852,C0,S230,C16,7994,1
749,C0,S1623,C16,7470,1
874,C42,S199,C7,6403,1
837,C37,S202,C7,6410,1
703,C31,S183,C14,1236,1
942,C0,S1782,C17,7894,1
1173,C0,S260,C10,4488,1
1711,C64,S461,C2,3262,1
2227,C65,S461,C2,5484,1
2326,C65,S461,C2,6439,1
2034,C64,S461,C2,4328,7
2170,C65,S461,C2,5000,1
2049,C0,S44,C2,4347,2
2060,C0,S44,C2,4450,4
2015,C0,S44,C2,4284,1
1856,C0,S205,C16,6443,1
827,C40,S197,C7,5607,1
912,C0,S1249,C16,6453,1
860,C38,S197,C7,4766,1
863,C38,S198,C7,1550,3
1424,C34,S183,C14,2557,5
2158,C0,S236,C2,4977,2
1689,C62,S461,C2,3239,9
2099,C0,S44,C2,4532,1
2062,C0,S44,C2,4452,1
2327,C0,S44,C2,6469,1
2036,C66,S461,C2,4330,1
2212,C0,S259,C10,5283,1
1165,C0,S249,C10,4097,2
159,C0,S1,C1,332,2
336,C0,S1270,C4,6512,1
825,C38,S200,C7,3818,1
840,C38,S201,C7,1499,1
872,C42,S200,C7,7740,1
855,C43,S200,C7,5788,1
840,C38,S197,C7,1496,1
706,C31,S183,C14,2795,3
713,C33,S183,C14,1246,2
640,C0,S151,C4,1681,1
1355,C0,S194,C16,6487,1
770,C0,S342,C16,6542,1
765,C36,S214,C7,6554,1
1,C0,S16,C1,3678,1
333,C0,S1294,C4,6567,1
334,C0,S146,C4,4814,3
331,C0,S146,C4,1684,1
4,C0,S16,C1,2577,1
320,C0,S46,C3,2411,1
377,C0,S44,C2,796,1
719,C0,S146,C4,1254,1
1519,C0,S44,C2,2941,3
23,C0,S581,C3,6049,1
315,C0,S26,C3,660,3
324,C0,S27,C3,695,2
180,C0,S50,C3,2504,1
303,C0,S387,C5,2690,1
40,C0,S20,C2,124,1
554,C14,S63,C7,1045,1
1546,C0,S44,C2,2999,1
559,C12,S64,C7,6147,1
560,C13,S62,C7,3726,1
1530,C0,S130,C2,2953,1
780,C0,S205,C16,6678,1
777,C0,S208,C16,1356,1
778,C0,S208,C16,5940,1
743,C0,S1343,C16,6680,1
775,C0,S194,C16,2316,2
209,C0,S112,C9,4712,1
893,C0,S1350,C15,6703,1
772,C0,S208,C16,1675,1
862,C38,S201,C7,1548,1
158,C0,S86,C1,393,1
314,C0,S28,C3,657,2
47,C0,S145,C4,2637,2
121,C0,S65,C1,258,3
2,C0,S152,C1,729,2
194,C0,S667,C3,6764,1
227,C4,S63,C7,515,1
229,C4,S64,C7,4729,1
1890,C21,S63,C7,3777,1
1445,C0,S146,C4,6558,1
719,C0,S151,C4,1686,1
588,C0,S27,C3,3055,1
2007,C64,S461,C2,4276,3
2112,C66,S461,C2,4545,4
320,C0,S1610,C3,7428,1
2119,C0,S68,C2,4612,1
143,C0,S68,C2,287,2
151,C0,S1384,C8,6813,1
154,C0,S140,C3,6817,1
181,C0,S50,C3,366,1
1387,C0,S51,C3,4859,1
316,C0,S33,C3,668,2
251,C0,S117,C10,6849,1
535,C11,S62,C7,2927,1
159,C0,S22,C1,3667,1
577,C21,S62,C7,6861,1
559,C12,S62,C7,5179,1
562,C16,S62,C7,6771,1
569,C16,S63,C7,1063,1
214,C0,S111,C9,2818,1
35,C66,S461,C2,4458,2
26,C0,S1413,C3,6889,1
27,C0,S46,C3,161,1
23,C0,S1418,C3,6897,1
193,C0,S1419,C3,6898,1
355,C0,S154,C11,2424,1
28,C0,S517,C3,7944,1
151,C0,S497,C8,3593,3
28,C0,S687,C3,4604,1
1911,C0,S44,C2,3876,1
1470,C17,S63,C7,2780,2
1552,C0,S113,C10,3014,1
1499,C5,S63,C7,2869,3
514,C7,S62,C7,4720,1
525,C10,S62,C7,3020,4
619,C0,S129,C2,1140,2
293,C0,S113,C10,610,1
942,C0,S240,C17,4519,1
1826,C0,S260,C10,6355,1
1132,C60,S1442,C17,6959,1
749,C0,S1779,C16,7886,1
1332,C0,S275,C12,4065,2
930,C0,S229,C16,6655,1
1459,C42,S198,C7,2737,1
866,C44,S199,C7,4758,1
819,C34,S183,C14,1432,1
867,C28,S184,C14,1560,1
836,C37,S200,C7,5114,1
838,C37,S201,C7,2564,1
848,C41,S197,C7,1516,1
2,C0,S9,C1,3954,1
4,C0,S10,C1,29,1
2219,C0,S68,C2,5330,1
1340,C0,S848,C12,7020,2
1934,C0,S236,C2,4072,3
1839,C0,S259,C10,3467,1
1961,C0,S259,C10,4141,2
1342,C0,S270,C12,4811,1
1343,C0,S463,C12,7023,1
474,C0,S236,C2,5048,1
2247,C51,S246,C2,5549,1
1287,C0,S260,C10,5243,1
1177,C0,S260,C10,1987,1
1805,C0,S236,C2,3395,2
527,C8,S64,C7,3022,1
1918,C18,S63,C7,3907,1
1527,C0,S130,C2,2949,2
1806,C0,S236,C2,3396,2
940,C0,S251,C17,4989,1
1236,C0,S249,C10,5763,1
610,C0,S130,C2,1130,1
2267,C19,S63,C7,6937,1
320,C0,S593,C3,7092,1
1482,C0,S113,C10,2821,3
1877,C0,S68,C2,3673,1
321,C0,S1492,C4,7115,1
325,C0,S34,C3,3630,1
4,C0,S14,C1,20,1
23,C0,S1415,C3,7135,1
1906,C0,S44,C2,3871,1
363,C0,S53,C3,2440,1
87,C0,S1506,C3,7144,1
336,C0,S146,C4,2567,1
840,C38,S202,C7,4928,1
238,C0,S171,C7,2754,1
1854,C39,S198,C7,3814,1
153,C0,S823,C8,6775,1
86,C0,S975,C3,7168,1
20,C0,S20,C2,57,2
186,C0,S51,C3,374,2
151,C0,S758,C8,4841,2
306,C0,S57,C5,629,1
26,C0,S1558,C3,7308,1
423,C0,S1427,C2,7191,1
151,C0,S888,C8,5331,1
2053,C0,S44,C2,4357,1
2121,C0,S44,C2,4617,1
264,C0,S118,C7,2841,1
1567,C4,S62,C7,6862,1
1499,C5,S62,C7,7219,2
555,C14,S63,C7,1046,2
1030,C0,S114,C10,1804,1
1218,C0,S260,C10,6282,1
1135,C60,S638,C17,4474,1
940,C0,S1540,C17,7246,1
1955,C0,S259,C10,4120,1
2349,C0,S44,C2,7036,1
1248,C0,S260,C10,5021,1
2261,C0,S813,C2,7264,1
1759,C0,S1545,C12,7272,1
2354,C64,S461,C2,7275,1
1597,C0,S44,C2,3138,1
2241,C0,S44,C2,5540,1
1639,C66,S461,C2,3185,2
1117,C0,S44,C2,5010,1
873,C42,S197,C7,3828,1
879,C44,S198,C7,1580,1
759,C35,S217,C7,6716,1
736,C0,S1551,C15,7292,1
929,C0,S229,C16,5396,1
1354,C0,S196,C16,3555,1
772,C0,S194,C16,2317,2
4,C0,S9,C1,30,1
154,C0,S325,C3,3580,1
155,C0,S53,C3,3939,1
22,C0,S541,C3,3713,1
1,C0,S22,C1,38,1
158,C0,S1,C1,329,2
191,C0,S980,C3,7348,1
262,C3,S561,C7,7356,1
2264,C0,S44,C2,5666,1
4,C0,S5,C1,4365,1
1426,C31,S183,C14,2559,2
189,C0,S1628,C3,7482,1
1,C0,S10,C1,39,1
26,C0,S1615,C3,7440,1
887,C0,S190,C15,2966,2
712,C31,S216,C14,6707,1
770,C0,S231,C16,5411,1
325,C0,S28,C3,2407,1
324,C0,S108,C3,694,1
2191,C0,S68,C2,5087,1
1401,C0,S68,C2,2494,1
4,C0,S22,C1,2341,1
22,C0,S1364,C3,6747,1
488,C0,S44,C2,911,1
512,C9,S64,C7,4397,1
1565,C21,S62,C7,3776,1
288,C0,S130,C2,605,2
2229,C65,S461,C2,5486,1
2113,C65,S461,C2,4546,1
2041,C66,S461,C2,4335,4
1701,C66,S461,C2,3252,3
2363,C65,S461,C2,7555,1
1671,C63,S675,C2,7556,1
1304,C0,S260,C10,6291,1
1197,C0,S620,C10,5572,1
1168,C0,S260,C10,4478,1
1136,C60,S1657,C17,7568,1
1337,C0,S272,C12,5382,1
2246,C0,S236,C2,5545,1
2341,C66,S461,C2,6803,2
318,C0,S46,C3,6243,1
180,C0,S51,C3,364,2
27,C0,S1668,C3,7586,1
368,C0,S57,C5,769,1
2310,C64,S461,C2,6318,3
1976,C0,S236,C2,4196,1
1058,C0,S244,C9,4465,1
1827,C0,S260,C10,3434,1
1075,C0,S244,C9,1865,1
2256,C65,S461,C2,5580,1
1336,C0,S276,C12,7904,1
2261,C0,S258,C2,5611,2
1170,C0,S1696,C10,7665,1
777,C0,S205,C16,6068,1
1852,C0,S194,C16,7676,1
916,C0,S1700,C16,7679,1
191,C0,S1704,C3,7685,1
244,C0,S1470,C9,7694,1
555,C14,S62,C7,7618,1
809,C34,S183,C14,1418,1
308,C0,S138,C5,642,2
318,C0,S1717,C3,7725,1
28,C0,S1718,C3,7727,1
27,C0,S409,C3,7730,1
1,C0,S7,C1,59,1
2371,C62,S461,C2,7739,1
2238,C62,S461,C2,5537,1
855,C43,S201,C7,6458,1
917,C0,S196,C16,2301,1
2,C0,S23,C1,44,1
92,C0,S50,C3,2613,1
4,C0,S140,C1,2650,1
1944,C0,S44,C2,4086,1
1643,C0,S243,C9,3189,1
1193,C0,S260,C10,4166,1
1106,C0,S259,C10,5019,1
2178,C0,S259,C10,5023,1
1831,C0,S249,C10,7567,1
1700,C64,S461,C2,3251,2
2040,C64,S461,C2,4334,1
913,C0,S208,C16,1653,1
778,C0,S1749,C16,7812,1
1412,C0,S20,C2,2526,1
633,C0,S839,C4,5122,1
151,C0,S1761,C8,7833,1
317,C0,S1380,C3,7600,1
1661,C0,S44,C2,3208,1
1635,C66,S461,C2,3180,1
2072,C66,S461,C2,4463,1
2258,C66,S461,C2,5582,1
130,C0,S44,C2,4343,2
823,C36,S214,C7,4927,1
916,C0,S205,C16,4945,1
1428,C33,S183,C14,2561,1
1348,C0,S848,C12,7887,1
1223,C0,S260,C10,2052,1
2160,C59,S246,C2,4979,1
1974,C0,S813,C2,6480,1
1346,C0,S270,C12,3346,2
1904,C32,S183,C14,3855,1
1875,C0,S68,C2,3671,1
308,C0,S378,C5,2680,1
121,C0,S13,C1,3957,1
26,C0,S432,C3,2976,1
420,C0,S130,C2,4549,1
2377,C65,S461,C2,7962,1
758,C0,S283,C16,5796,1
2316,C65,S461,C2,6324,1
1767,C0,S273,C12,6461,1
